,Total Yards,Made,Quarter,Time,Down,Kicker id,Kicker Name,Kicking Team,Weather_Condition,Humidity,Temperature,Wind,Stadium,Grass Type,Stadium Type
4719,35,1,1,10:37,4,00-0029421,R.Bullock,HOU,Mostly Cloudy,74,58,2,NRG Stadium,Grass,Open
4720,25,1,2,15:00,4,00-0029421,R.Bullock,HOU,Mostly Cloudy,74,58,2,NRG Stadium,Grass,Open
4721,30,1,2,03:57,4,00-0029421,R.Bullock,HOU,Mostly Cloudy,74,58,2,NRG Stadium,Grass,Open
4722,20,1,3,08:07,4,00-0029421,R.Bullock,HOU,Mostly Cloudy,74,58,2,NRG Stadium,Grass,Open
4723,39,1,4,14:54,4,00-0029421,R.Bullock,HOU,Mostly Cloudy,74,58,2,NRG Stadium,Grass,Open
4724,33,1,4,09:59,4,00-0029421,R.Bullock,HOU,Mostly Cloudy,74,58,2,NRG Stadium,Grass,Open
4725,56,0,1,10:12,4,00-0030390,C.Sturgis,MIA,Mostly Cloudy,64,78,7,Hard Rock Stadium,Grass,Open
4726,18,1,2,00:06,3,00-0029576,B.Walsh,MIN,Mostly Cloudy,64,78,7,Hard Rock Stadium,Grass,Open
4727,33,1,4,09:56,4,00-0029576,B.Walsh,MIN,Mostly Cloudy,64,78,7,Hard Rock Stadium,Grass,Open
4728,44,1,1,11:20,4,00-0020578,M.Bryant,ATL,Overcast,83,57,2,Mercedes-Benz Superdome,Fieldturf,Dome
4729,50,1,2,11:53,4,00-0020578,M.Bryant,ATL,Overcast,83,57,2,Mercedes-Benz Superdome,Fieldturf,Dome
4730,32,1,4,02:00,4,00-0020578,M.Bryant,ATL,Overcast,83,57,2,Mercedes-Benz Superdome,Fieldturf,Dome
4731,26,1,2,00:52,4,00-0025565,N.Folk,NYJ,Mostly Cloudy,74,35,4,MetLife Stadium,Fieldturf,Open
4732,23,1,3,06:43,4,00-0025565,N.Folk,NYJ,Mostly Cloudy,74,35,4,MetLife Stadium,Fieldturf,Open
4733,24,1,3,01:58,4,00-0024333,S.Gostkowski,NE,Mostly Cloudy,74,35,4,MetLife Stadium,Fieldturf,Open
4734,37,1,4,07:57,4,00-0025565,N.Folk,NYJ,Mostly Cloudy,74,35,4,MetLife Stadium,Fieldturf,Open
4735,52,0,4,05:21,4,00-0025565,N.Folk,NYJ,Mostly Cloudy,74,35,4,MetLife Stadium,Fieldturf,Open
4736,23,1,1,09:19,4,00-0023001,S.Suisham,PIT,Mostly Cloudy,67,34,0,Heinz Field,Desso Grassmaster,Open
4737,35,1,1,02:09,4,00-0031203,C.Santos,KC,Mostly Cloudy,67,34,0,Heinz Field,Desso Grassmaster,Open
4738,25,1,2,09:29,4,00-0031203,C.Santos,KC,Mostly Cloudy,67,34,0,Heinz Field,Desso Grassmaster,Open
4739,43,1,4,10:23,4,00-0031203,C.Santos,KC,Mostly Cloudy,67,34,0,Heinz Field,Desso Grassmaster,Open
4740,23,1,4,04:09,4,00-0023001,S.Suisham,PIT,Mostly Cloudy,67,34,0,Heinz Field,Desso Grassmaster,Open
4741,23,1,4,01:40,4,00-0031203,C.Santos,KC,Mostly Cloudy,67,34,0,Heinz Field,Desso Grassmaster,Open
4742,48,0,2,10:05,4,00-0025580,M.Crosby,GB,Mostly Cloudy,65,76,4,Raymond James Stadium,Grass,Open
4743,42,1,2,05:00,4,00-0025580,M.Crosby,GB,Mostly Cloudy,65,76,4,Raymond James Stadium,Grass,Open
4744,43,1,2,00:04,4,00-0030626,P.Murray,TB,Mostly Cloudy,65,76,4,Raymond James Stadium,Grass,Open
4745,25,1,4,10:23,4,00-0025580,M.Crosby,GB,Mostly Cloudy,65,76,4,Raymond James Stadium,Grass,Open
4746,29,1,1,10:44,4,00-0021940,J.Brown,NYG,Overcast,73,41,7,Edward Jones Dome,Fieldturf,Dome
4747,51,1,1,04:58,4,00-0029621,G.Zuerlein,STL,Overcast,73,41,7,Edward Jones Dome,Fieldturf,Dome
4748,37,1,2,12:44,4,00-0021940,J.Brown,NYG,Overcast,73,41,7,Edward Jones Dome,Fieldturf,Dome
4749,20,1,2,00:04,2,00-0029621,G.Zuerlein,STL,Overcast,73,41,7,Edward Jones Dome,Fieldturf,Dome
4750,52,1,4,08:34,4,00-0021940,J.Brown,NYG,Overcast,73,41,7,Edward Jones Dome,Fieldturf,Dome
4751,52,0,3,12:34,4,00-0028660,D.Bailey,DAL,Overcast,81,51,9,AT&T Stadium,RealGrass Matrix,Open
4752,45,1,2,08:14,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,90,62,6,Oakland–Alameda County Coliseum,Bluegrass,Open
4753,36,1,2,01:15,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,90,62,6,Oakland–Alameda County Coliseum,Bluegrass,Open
4754,54,1,2,00:05,4,00-0026003,D.Carpenter,BUF,Mostly Cloudy,90,62,6,Oakland–Alameda County Coliseum,Bluegrass,Open
4755,38,1,3,10:22,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,90,62,6,Oakland–Alameda County Coliseum,Bluegrass,Open
4756,49,1,3,02:41,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,90,62,6,Oakland–Alameda County Coliseum,Bluegrass,Open
4757,48,0,4,02:00,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,90,62,6,Oakland–Alameda County Coliseum,Bluegrass,Open
4758,52,0,2,14:15,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,63,54,1,State Farm Stadium,Grass,Dome
4759,27,1,2,07:59,4,00-0030896,C.Catanzaro,ARI,Partly Cloudy,63,54,1,State Farm Stadium,Grass,Dome
4760,50,0,3,11:42,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,63,54,1,State Farm Stadium,Grass,Dome
4761,47,0,3,05:34,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,63,54,1,State Farm Stadium,Grass,Dome
4762,32,1,3,01:04,4,00-0030896,C.Catanzaro,ARI,Partly Cloudy,63,54,1,State Farm Stadium,Grass,Dome
4763,37,1,2,10:28,4,00-0023482,M.Nugent,CIN,Partly Cloudy,75,46,7,Paul Brown Stadium,-,Open
4764,49,1,2,01:08,4,00-0023482,M.Nugent,CIN,Partly Cloudy,75,46,7,Paul Brown Stadium,-,Open
4765,49,0,2,00:05,1,00-0026138,C.Barth,DEN,Partly Cloudy,75,46,7,Paul Brown Stadium,-,Open
4766,23,1,4,07:53,4,00-0023482,M.Nugent,CIN,Partly Cloudy,75,46,7,Paul Brown Stadium,-,Open
4767,21,1,1,07:55,4,00-0026858,G.Gano,CAR,Overcast,96,58,2,Georgia Dome,Fieldturf,Dome
4768,21,1,2,10:41,4,00-0020578,M.Bryant,ATL,Overcast,96,58,2,Georgia Dome,Fieldturf,Dome
4769,48,1,3,08:49,4,00-0026858,G.Gano,CAR,Overcast,96,58,2,Georgia Dome,Fieldturf,Dome
4770,25,1,2,08:10,4,00-0029597,J.Tucker,BAL,Overcast,62,56,3,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
4771,38,1,2,02:37,4,00-0025824,G.Hartley,CLE,Overcast,62,56,3,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
4772,28,1,4,10:41,4,00-0029597,J.Tucker,BAL,Overcast,62,56,3,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
4773,53,1,1,06:07,4,00-0022874,J.Scobee,JAC,Drizzle,92,43,8,NRG Stadium,Grass,Open
4774,51,0,3,09:58,4,00-0022874,J.Scobee,JAC,Drizzle,92,43,8,NRG Stadium,Grass,Open
4775,43,1,1,06:38,4,00-0031203,C.Santos,KC,Clear,56,37,5,Arrowhead Stadium,Grass,Open
4776,21,1,2,04:01,4,00-0031203,C.Santos,KC,Clear,56,37,5,Arrowhead Stadium,Grass,Open
4777,27,1,2,00:36,4,00-0031203,C.Santos,KC,Clear,56,37,5,Arrowhead Stadium,Grass,Open
4778,31,1,3,08:28,4,00-0031203,C.Santos,KC,Clear,56,37,5,Arrowhead Stadium,Grass,Open
4779,52,0,3,00:31,4,00-0023096,N.Novak,SD,Clear,56,37,5,Arrowhead Stadium,Grass,Open
4780,50,0,4,12:22,4,00-0031203,C.Santos,KC,Clear,56,37,5,Arrowhead Stadium,Grass,Open
4781,45,0,1,10:49,4,00-0025565,N.Folk,NYJ,Partly Cloudy,70,80,7,Hard Rock Stadium,Grass,Open
4782,37,1,1,06:30,4,00-0030390,C.Sturgis,MIA,Partly Cloudy,70,80,7,Hard Rock Stadium,Grass,Open
4783,26,1,3,06:35,4,00-0025565,N.Folk,NYJ,Partly Cloudy,70,80,7,Hard Rock Stadium,Grass,Open
4784,23,1,4,14:19,4,00-0025565,N.Folk,NYJ,Partly Cloudy,70,80,7,Hard Rock Stadium,Grass,Open
4785,53,0,4,10:54,4,00-0030390,C.Sturgis,MIA,Partly Cloudy,70,80,7,Hard Rock Stadium,Grass,Open
4786,39,1,4,00:44,4,00-0025565,N.Folk,NYJ,Partly Cloudy,70,80,7,Hard Rock Stadium,Grass,Open
4787,37,1,1,05:03,4,00-0029576,B.Walsh,MIN,Mostly Cloudy,82,22,4,TCF Bank Stadium,FieldTurf,Open
4788,48,1,2,01:00,4,00-0019770,J.Feely,CHI,Mostly Cloudy,82,22,4,TCF Bank Stadium,FieldTurf,Open
4789,25,1,3,13:09,4,00-0019770,J.Feely,CHI,Mostly Cloudy,82,22,4,TCF Bank Stadium,FieldTurf,Open
4790,43,0,3,06:11,4,00-0019770,J.Feely,CHI,Mostly Cloudy,82,22,4,TCF Bank Stadium,FieldTurf,Open
4791,44,1,4,11:33,4,00-0029576,B.Walsh,MIN,Mostly Cloudy,82,22,4,TCF Bank Stadium,FieldTurf,Open
4792,35,1,4,08:54,4,00-0019770,J.Feely,CHI,Mostly Cloudy,82,22,4,TCF Bank Stadium,FieldTurf,Open
4793,24,1,1,03:05,4,00-0024333,S.Gostkowski,NE,Overcast,73,49,8,Gillette Stadium,Fieldturf,Open
4794,44,1,2,05:12,4,00-0024333,S.Gostkowski,NE,Overcast,73,49,8,Gillette Stadium,Fieldturf,Open
4795,48,1,2,02:19,4,00-0026003,D.Carpenter,BUF,Overcast,73,49,8,Gillette Stadium,Fieldturf,Open
4796,35,1,3,00:41,4,00-0024333,S.Gostkowski,NE,Overcast,73,49,8,Gillette Stadium,Fieldturf,Open
4797,38,1,1,02:16,4,00-0021940,J.Brown,NYG,Mostly Cloudy,74,51,6,MetLife Stadium,Fieldturf,Open
4798,20,1,2,07:29,4,00-0021940,J.Brown,NYG,Mostly Cloudy,74,51,6,MetLife Stadium,Fieldturf,Open
4799,36,1,2,02:06,4,00-0021940,J.Brown,NYG,Mostly Cloudy,74,51,6,MetLife Stadium,Fieldturf,Open
4800,32,1,2,00:02,3,00-0030850,C.Parkey,PHI,Mostly Cloudy,74,51,6,MetLife Stadium,Fieldturf,Open
4801,53,1,3,04:32,4,00-0021940,J.Brown,NYG,Mostly Cloudy,74,51,6,MetLife Stadium,Fieldturf,Open
4802,39,1,4,08:02,4,00-0030850,C.Parkey,PHI,Mostly Cloudy,74,51,6,MetLife Stadium,Fieldturf,Open
4803,39,1,2,12:38,4,00-0023482,M.Nugent,CIN,Overcast,87,35,1,Heinz Field,Desso Grassmaster,Open
4804,29,1,2,07:40,4,00-0023001,S.Suisham,PIT,Overcast,87,35,1,Heinz Field,Desso Grassmaster,Open
4805,25,1,2,00:44,4,00-0023001,S.Suisham,PIT,Overcast,87,35,1,Heinz Field,Desso Grassmaster,Open
4806,50,0,3,09:50,4,00-0023482,M.Nugent,CIN,Overcast,87,35,1,Heinz Field,Desso Grassmaster,Open
4807,39,1,1,06:08,4,00-0030626,P.Murray,TB,Partly Cloudy,70,77,7,Raymond James Stadium,Grass,Open
4808,27,1,2,00:11,4,00-0030626,P.Murray,TB,Partly Cloudy,70,77,7,Raymond James Stadium,Grass,Open
4809,23,1,2,02:59,4,00-0016919,A.Vinatieri,IND,Overcast,90,41,5,Nissan Stadium,419 Tifway Bermuda Grass,Open
4810,46,0,3,08:33,4,00-0016919,A.Vinatieri,IND,Overcast,90,41,5,Nissan Stadium,419 Tifway Bermuda Grass,Open
4811,31,1,3,04:05,4,00-0026968,R.Succop,TEN,Overcast,90,41,5,Nissan Stadium,419 Tifway Bermuda Grass,Open
4812,26,1,4,15:00,4,00-0016919,A.Vinatieri,IND,Overcast,90,41,5,Nissan Stadium,419 Tifway Bermuda Grass,Open
4813,36,1,1,10:19,4,00-0028660,D.Bailey,DAL,Mostly Cloudy,60,57,4,FedExField,Grass,Open
4814,32,1,2,11:35,4,00-0028660,D.Bailey,DAL,Mostly Cloudy,60,57,4,FedExField,Grass,Open
4815,25,1,2,01:25,4,00-0028787,K.Forbath,WAS,Mostly Cloudy,60,57,4,FedExField,Grass,Open
4816,23,1,4,03:36,4,00-0028660,D.Bailey,DAL,Mostly Cloudy,60,57,4,FedExField,Grass,Open
4817,49,1,1,09:45,4,00-0026138,C.Barth,DEN,Partly Cloudy,53,33,0,Broncos Stadium at Mile High,Grass,Open
4818,36,1,2,00:28,4,00-0026138,C.Barth,DEN,Partly Cloudy,53,33,0,Broncos Stadium at Mile High,Grass,Open
4819,35,1,3,05:42,4,00-0026138,C.Barth,DEN,Partly Cloudy,53,33,0,Broncos Stadium at Mile High,Grass,Open
4820,21,1,4,10:21,4,00-0026138,C.Barth,DEN,Partly Cloudy,53,33,0,Broncos Stadium at Mile High,Grass,Open
4821,53,1,2,12:39,4,00-0004091,P.Dawson,SF,Clear,56,56,5,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4822,37,1,2,06:09,4,00-0004091,P.Dawson,SF,Clear,56,56,5,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4823,36,1,2,01:40,4,00-0030896,C.Catanzaro,ARI,Clear,56,56,5,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4824,33,1,1,06:29,4,00-0029621,G.Zuerlein,STL,Mostly Cloudy,82,43,1,CenturyLink Field,Fieldturf,Open
4825,52,1,2,04:23,4,00-0029621,G.Zuerlein,STL,Mostly Cloudy,82,43,1,CenturyLink Field,Fieldturf,Open
4826,42,1,3,11:17,4,00-0025944,S.Hauschka,SEA,Mostly Cloudy,82,43,1,CenturyLink Field,Fieldturf,Open
4827,45,1,3,04:50,4,00-0025944,S.Hauschka,SEA,Mostly Cloudy,82,43,1,CenturyLink Field,Fieldturf,Open
4828,44,0,1,09:44,4,00-0022874,J.Scobee,PIT,Light Rain,95,64,9,Gillette Stadium,Fieldturf,Open
4829,46,0,2,08:43,4,00-0022874,J.Scobee,PIT,Light Rain,95,64,9,Gillette Stadium,Fieldturf,Open
4830,44,1,2,00:07,4,00-0022874,J.Scobee,PIT,Light Rain,95,64,9,Gillette Stadium,Fieldturf,Open
4831,24,1,4,11:42,4,00-0022874,J.Scobee,PIT,Light Rain,95,64,9,Gillette Stadium,Fieldturf,Open
4832,28,1,1,09:32,4,00-0023252,R.Gould,CHI,Partly Cloudy,41,68,4,Soldier Field,Grass,Open
4833,37,1,2,02:36,4,00-0025580,M.Crosby,GB,Partly Cloudy,41,68,4,Soldier Field,Grass,Open
4834,50,1,2,00:13,3,00-0023252,R.Gould,CHI,Partly Cloudy,41,68,4,Soldier Field,Grass,Open
4835,44,1,3,05:02,4,00-0023252,R.Gould,CHI,Partly Cloudy,41,68,4,Soldier Field,Grass,Open
4836,33,1,2,07:34,4,00-0029621,G.Zuerlein,STL,Clear,36,71,3,Edward Jones Dome,Fieldturf,Dome
4837,25,1,2,00:04,4,00-0025944,S.Hauschka,SEA,Clear,36,71,3,Edward Jones Dome,Fieldturf,Dome
4838,27,1,3,09:46,4,00-0025944,S.Hauschka,SEA,Clear,36,71,3,Edward Jones Dome,Fieldturf,Dome
4839,35,1,4,04:50,4,00-0025944,S.Hauschka,SEA,Clear,36,71,3,Edward Jones Dome,Fieldturf,Dome
4840,37,1,5,12:10,4,00-0029621,G.Zuerlein,STL,Clear,36,71,3,Edward Jones Dome,Fieldturf,Dome
4841,43,1,1,07:52,4,00-0026858,G.Gano,CAR,Partly Cloudy,53,81,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4842,53,0,1,05:28,4,00-0026858,G.Gano,CAR,Partly Cloudy,53,81,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4843,22,1,1,01:01,4,00-0031492,J.Myers,JAC,Partly Cloudy,53,81,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4844,44,0,2,07:24,4,00-0031492,J.Myers,JAC,Partly Cloudy,53,81,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4845,47,1,4,02:46,4,00-0026858,G.Gano,CAR,Partly Cloudy,53,81,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4846,45,1,1,07:45,4,00-0028787,K.Forbath,WAS,Partly Cloudy,51,71,11,FedExField,Grass,Open
4847,46,0,1,00:32,4,00-0028787,K.Forbath,WAS,Partly Cloudy,51,71,11,FedExField,Grass,Open
4848,22,1,4,12:10,4,00-0031718,A.Franks,MIA,Partly Cloudy,51,71,11,FedExField,Grass,Open
4849,41,1,2,07:53,4,00-0026003,D.Carpenter,BUF,Mostly Cloudy,83,53,7,New Era Field,A-Turf Titan,Open
4850,52,0,2,02:47,4,00-0016919,A.Vinatieri,IND,Mostly Cloudy,83,53,7,New Era Field,A-Turf Titan,Open
4851,45,1,4,08:18,4,00-0026003,D.Carpenter,BUF,Mostly Cloudy,83,53,7,New Era Field,A-Turf Titan,Open
4852,26,1,2,03:29,4,00-0031112,T.Coons,CLE,Partly Cloudy,51,76,7,MetLife Stadium,Fieldturf,Open
4853,34,1,3,00:33,4,00-0025565,N.Folk,NYJ,Partly Cloudy,51,76,7,MetLife Stadium,Fieldturf,Open
4854,27,1,2,10:29,4,00-0031203,C.Santos,KC,Clear,39,83,8,NRG Stadium,Grass,Open
4855,48,1,2,06:25,4,00-0031203,C.Santos,KC,Clear,39,83,8,NRG Stadium,Grass,Open
4856,34,1,2,00:13,4,00-0029421,R.Bullock,HOU,Clear,39,83,8,NRG Stadium,Grass,Open
4857,51,0,4,06:16,4,00-0031203,C.Santos,KC,Clear,39,83,8,NRG Stadium,Grass,Open
4858,47,1,4,01:28,4,00-0029421,R.Bullock,HOU,Clear,39,83,8,NRG Stadium,Grass,Open
4859,37,1,1,04:00,4,00-0031092,Z.Hocker,NO,Partly Cloudy,22,102,4,State Farm Stadium,Grass,Dome
4860,23,1,3,12:05,4,00-0031092,Z.Hocker,NO,Partly Cloudy,22,102,4,State Farm Stadium,Grass,Dome
4861,43,1,3,00:09,4,00-0030896,C.Catanzaro,ARI,Partly Cloudy,22,102,4,State Farm Stadium,Grass,Dome
4862,45,1,4,12:29,4,00-0031092,Z.Hocker,NO,Partly Cloudy,22,102,4,State Farm Stadium,Grass,Dome
4863,33,1,4,06:50,4,00-0031092,Z.Hocker,NO,Partly Cloudy,22,102,4,State Farm Stadium,Grass,Dome
4864,32,1,1,00:27,4,00-0032087,J.Lambo,SD,Clear,56,82,8,Qualcomm Stadium,Grass,Open
4865,25,1,3,09:21,4,00-0032087,J.Lambo,SD,Clear,56,82,8,Qualcomm Stadium,Grass,Open
4866,57,1,1,05:21,4,00-0029822,B.McManus,DEN,Partly Cloudy,10,86,5,Broncos Stadium at Mile High,Grass,Open
4867,56,1,1,01:31,4,00-0029822,B.McManus,DEN,Partly Cloudy,10,86,5,Broncos Stadium at Mile High,Grass,Open
4868,52,1,2,06:47,4,00-0029597,J.Tucker,BAL,Partly Cloudy,10,86,5,Broncos Stadium at Mile High,Grass,Open
4869,43,1,2,00:14,4,00-0029822,B.McManus,DEN,Partly Cloudy,10,86,5,Broncos Stadium at Mile High,Grass,Open
4870,44,1,3,09:37,4,00-0029597,J.Tucker,BAL,Partly Cloudy,10,86,5,Broncos Stadium at Mile High,Grass,Open
4871,33,1,4,03:00,4,00-0029822,B.McManus,DEN,Partly Cloudy,10,86,5,Broncos Stadium at Mile High,Grass,Open
4872,32,1,2,09:33,4,00-0023482,M.Nugent,CIN,Partly Cloudy,54,75,9,Oakland–Alameda County Coliseum,Bluegrass,Open
4873,35,1,3,01:30,4,00-0023482,M.Nugent,CIN,Partly Cloudy,54,75,9,Oakland–Alameda County Coliseum,Bluegrass,Open
4874,21,1,1,04:36,4,00-0028660,D.Bailey,DAL,Clear,38,78,9,AT&T Stadium,RealGrass Matrix,Open
4875,50,1,1,02:09,4,00-0021940,J.Brown,NYG,Clear,38,78,9,AT&T Stadium,RealGrass Matrix,Open
4876,32,1,2,05:35,4,00-0028660,D.Bailey,DAL,Clear,38,78,9,AT&T Stadium,RealGrass Matrix,Open
4877,40,1,2,00:19,4,00-0021940,J.Brown,NYG,Clear,38,78,9,AT&T Stadium,RealGrass Matrix,Open
4878,30,1,3,09:52,4,00-0021940,J.Brown,NYG,Clear,38,78,9,AT&T Stadium,RealGrass Matrix,Open
4879,19,1,4,01:37,4,00-0021940,J.Brown,NYG,Clear,38,78,9,AT&T Stadium,RealGrass Matrix,Open
4880,41,1,1,11:00,4,00-0020578,M.Bryant,ATL,Clear,61,65,2,Georgia Dome,Fieldturf,Dome
4881,29,1,2,07:23,4,00-0030850,C.Parkey,PHI,Clear,61,65,2,Georgia Dome,Fieldturf,Dome
4882,39,1,2,01:09,4,00-0020578,M.Bryant,ATL,Clear,61,65,2,Georgia Dome,Fieldturf,Dome
4883,44,1,4,10:54,4,00-0020578,M.Bryant,ATL,Clear,61,65,2,Georgia Dome,Fieldturf,Dome
4884,47,1,4,06:33,4,00-0020578,M.Bryant,ATL,Clear,61,65,2,Georgia Dome,Fieldturf,Dome
4885,44,0,4,02:32,4,00-0030850,C.Parkey,PHI,Clear,61,65,2,Georgia Dome,Fieldturf,Dome
4886,44,0,1,09:02,4,00-0029576,B.Walsh,MIN,Mostly Cloudy,82,64,4,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4887,30,1,3,04:37,4,00-0004091,P.Dawson,SF,Mostly Cloudy,82,64,4,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4888,37,1,4,14:48,4,00-0029576,B.Walsh,MIN,Mostly Cloudy,82,64,4,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4889,25,1,4,06:13,4,00-0004091,P.Dawson,SF,Mostly Cloudy,82,64,4,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
4890,35,1,3,09:51,4,00-0031203,C.Santos,KC,Mostly Cloudy,71,80,8,Arrowhead Stadium,Grass,Open
4891,54,1,3,03:23,4,00-0029822,B.McManus,DEN,Mostly Cloudy,71,80,8,Arrowhead Stadium,Grass,Open
4892,43,1,1,08:05,4,00-0029421,R.Bullock,HOU,Partly Cloudy,41,88,2,Bank of America Stadium,Grass,Open
4893,28,1,2,05:28,4,00-0026858,G.Gano,CAR,Partly Cloudy,41,88,2,Bank of America Stadium,Grass,Open
4894,46,1,2,02:23,4,00-0024333,S.Gostkowski,NE,Clear,54,62,4,New Era Field,A-Turf Titan,Open
4895,21,1,3,10:06,4,00-0024333,S.Gostkowski,NE,Clear,54,62,4,New Era Field,A-Turf Titan,Open
4896,50,1,3,00:33,4,00-0024333,S.Gostkowski,NE,Clear,54,62,4,New Era Field,A-Turf Titan,Open
4897,25,1,4,01:18,4,00-0024333,S.Gostkowski,NE,Clear,54,62,4,New Era Field,A-Turf Titan,Open
4898,40,1,1,08:41,4,00-0032087,J.Lambo,SD,Partly Cloudy,43,73,6,Paul Brown Stadium,-,Open
4899,36,0,2,14:47,4,00-0023482,M.Nugent,CIN,Partly Cloudy,43,73,6,Paul Brown Stadium,-,Open
4900,32,1,2,09:28,4,00-0032087,J.Lambo,SD,Partly Cloudy,43,73,6,Paul Brown Stadium,-,Open
4901,47,0,3,06:03,4,00-0032087,J.Lambo,SD,Partly Cloudy,43,73,6,Paul Brown Stadium,-,Open
4902,21,1,3,02:48,4,00-0023482,M.Nugent,CIN,Partly Cloudy,43,73,6,Paul Brown Stadium,-,Open
4903,38,1,2,10:36,4,00-0021940,J.Brown,NYG,Clear,41,77,7,MetLife Stadium,Fieldturf,Open
4904,42,1,2,04:50,4,00-0020578,M.Bryant,ATL,Clear,41,77,7,MetLife Stadium,Fieldturf,Open
4905,44,1,2,00:07,1,00-0021940,J.Brown,NYG,Clear,41,77,7,MetLife Stadium,Fieldturf,Open
4906,46,1,1,00:59,4,00-0030098,D.Hopkins,WAS,Partly Cloudy,53,75,6,FedExField,Grass,Open
4907,52,1,3,09:39,4,00-0029621,G.Zuerlein,STL,Partly Cloudy,53,75,6,FedExField,Grass,Open
4908,40,1,2,01:04,4,00-0023252,R.Gould,CHI,Partly Cloudy,48,69,3,Soldier Field,Grass,Open
4909,23,1,2,00:02,4,00-0023252,R.Gould,CHI,Partly Cloudy,48,69,3,Soldier Field,Grass,Open
4910,51,1,3,02:31,4,00-0023252,R.Gould,CHI,Partly Cloudy,48,69,3,Soldier Field,Grass,Open
4911,26,1,2,07:16,4,00-0023853,M.Prater,DET,Partly Cloudy,50,70,12,TCF Bank Stadium,FieldTurf,Open
4912,28,1,2,02:35,4,00-0029576,B.Walsh,MIN,Partly Cloudy,50,70,12,TCF Bank Stadium,FieldTurf,Open
4913,23,1,4,06:23,4,00-0029576,B.Walsh,MIN,Partly Cloudy,50,70,12,TCF Bank Stadium,FieldTurf,Open
4914,55,1,1,00:50,4,00-0031656,K.Brindza,TB,Clear,45,92,2,Mercedes-Benz Superdome,Fieldturf,Dome
4915,52,0,2,04:30,4,00-0031656,K.Brindza,TB,Clear,45,92,2,Mercedes-Benz Superdome,Fieldturf,Dome
4916,35,1,3,06:09,4,00-0031656,K.Brindza,TB,Clear,45,92,2,Mercedes-Benz Superdome,Fieldturf,Dome
4917,22,1,3,02:25,4,00-0031656,K.Brindza,TB,Clear,45,92,2,Mercedes-Benz Superdome,Fieldturf,Dome
4918,42,0,4,08:08,4,00-0031092,Z.Hocker,NO,Clear,45,92,2,Mercedes-Benz Superdome,Fieldturf,Dome
4919,30,1,4,01:56,4,00-0031656,K.Brindza,TB,Clear,45,92,2,Mercedes-Benz Superdome,Fieldturf,Dome
4920,47,1,2,10:32,4,00-0004091,P.Dawson,SF,Clear,50,69,2,Heinz Field,Desso Grassmaster,Open
4921,23,1,1,11:48,4,00-0019646,S.Janikowski,OAK,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4922,22,1,1,07:45,4,00-0029597,J.Tucker,BAL,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4923,46,1,2,02:05,4,00-0019646,S.Janikowski,OAK,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4924,21,1,2,00:03,1,00-0029597,J.Tucker,BAL,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4925,48,1,3,08:48,4,00-0019646,S.Janikowski,OAK,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4926,37,1,4,13:42,4,00-0029597,J.Tucker,BAL,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4927,31,1,4,02:13,4,00-0029597,J.Tucker,BAL,Dry and Partly Cloudy,26,89,7,Oakland–Alameda County Coliseum,Bluegrass,Open
4928,48,1,1,07:21,4,00-0031718,A.Franks,MIA,Clear,57,83,5,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4929,27,1,1,03:23,4,00-0031492,J.Myers,JAC,Clear,57,83,5,TIAA Bank Field,419 Tifway Bermuda Grass,Open
4930,41,1,2,10:16,4,00-0031718,A.Franks,MIA,Clear,57,83,5,TIAA Bank Field,419 Tifway Bermuda Grass,Open
